field,current_value,next_value,current_date,next_date
n1,1,4,2009-07-17,2009-07-20
n1,4,3,2009-07-20,2009-07-21
n1,3,3,2009-07-21,2009-07-22
n1,3,1,2009-07-22,2009-07-23
n1,1,14,2009-07-23,2009-07-24
n1,14,5,2009-07-24,2009-07-27
n1,5,3,2009-07-27,2009-07-28
n1,3,2,2009-07-28,2009-07-29
n1,2,3,2009-07-29,2009-07-30
n1,3,13,2009-07-30,2009-07-31
n1,13,1,2009-07-31,2009-08-03
n1,1,10,2009-08-03,2009-08-04
n1,10,2,2009-08-04,2009-08-05
n1,2,16,2009-08-05,2009-08-06
n1,16,1,2009-08-06,2009-08-07
n1,1,3,2009-08-07,2009-08-10
n1,3,5,2009-08-10,2009-08-11
n1,5,5,2009-08-11,2009-08-12
n1,5,8,2009-08-12,2009-08-13
n1,8,8,2009-08-13,2009-08-14
n1,8,1,2009-08-14,2009-08-17
n1,1,6,2009-08-17,2009-08-18
n1,6,6,2009-08-18,2009-08-19
n1,6,9,2009-08-19,2009-08-20
n1,9,17,2009-08-20,2009-08-21
n1,17,1,2009-08-21,2009-08-24
n1,1,7,2009-08-24,2009-08-25
n1,7,7,2009-08-25,2009-08-26
n1,7,24,2009-08-26,2009-08-27
n1,24,9,2009-08-27,2009-08-28
n1,9,1,2009-08-28,2009-08-31
n1,1,2,2009-08-31,2009-09-01
n1,2,2,2009-09-01,2009-09-02
n1,2,10,2009-09-02,2009-09-03
n1,10,9,2009-09-03,2009-09-04
n1,9,9,2009-09-04,2009-09-07
n1,9,1,2009-09-07,2009-09-08
n1,1,1,2009-09-08,2009-09-09
n1,1,13,2009-09-09,2009-09-10
n1,13,16,2009-09-10,2009-09-11
n1,16,8,2009-09-11,2009-09-14
n1,8,6,2009-09-14,2009-09-15
n1,6,8,2009-09-15,2009-09-16
n1,8,7,2009-09-16,2009-09-17
n1,7,11,2009-09-17,2009-09-18
n1,11,4,2009-09-18,2009-09-21
n1,4,9,2009-09-21,2009-09-22
n1,9,3,2009-09-22,2009-09-23
n1,3,2,2009-09-23,2009-09-24
n1,2,3,2009-09-24,2009-09-25
n1,3,6,2009-09-25,2009-09-28
n1,6,11,2009-09-28,2009-09-29
n1,11,5,2009-09-29,2009-09-30
n1,5,7,2009-09-30,2009-10-01
n1,7,14,2009-10-01,2009-10-02
n1,14,18,2009-10-02,2009-10-05
n1,18,15,2009-10-05,2009-10-06
n1,15,3,2009-10-06,2009-10-07
n1,3,2,2009-10-07,2009-10-08
n1,2,1,2009-10-08,2009-10-09
n1,1,2,2009-10-09,2009-10-12
n1,2,6,2009-10-12,2009-10-13
n1,6,3,2009-10-13,2009-10-14
n1,3,7,2009-10-14,2009-10-15
n1,7,2,2009-10-15,2009-10-16
n1,2,12,2009-10-16,2009-10-19
n1,12,10,2009-10-19,2009-10-20
n1,10,15,2009-10-20,2009-10-21
n1,15,7,2009-10-21,2009-10-22
n1,7,2,2009-10-22,2009-10-23
n1,2,6,2009-10-23,2009-10-26
n1,6,6,2009-10-26,2009-10-27
n1,6,1,2009-10-27,2009-10-28
n1,1,3,2009-10-28,2009-10-29
n1,3,5,2009-10-29,2009-10-30
n1,5,3,2009-10-30,2009-11-02
n1,3,7,2009-11-02,2009-11-03
n1,7,2,2009-11-03,2009-11-04
n1,2,5,2009-11-04,2009-11-05
n1,5,8,2009-11-05,2009-11-06
n1,8,6,2009-11-06,2009-11-09
n1,6,8,2009-11-09,2009-11-10
n1,8,13,2009-11-10,2009-11-11
n1,13,12,2009-11-11,2009-11-12
n1,12,1,2009-11-12,2009-11-13
n1,1,11,2009-11-13,2009-11-16
n1,11,2,2009-11-16,2009-11-17
n1,2,5,2009-11-17,2009-11-18
n1,5,22,2009-11-18,2009-11-19
n1,22,5,2009-11-19,2009-11-20
n1,5,5,2009-11-20,2009-11-23
n1,5,3,2009-11-23,2009-11-24
n1,3,6,2009-11-24,2009-11-25
n1,6,9,2009-11-25,2009-11-26
n1,9,7,2009-11-26,2009-11-27
n1,7,10,2009-11-27,2009-11-30
n1,10,2,2009-11-30,2009-12-01
n1,2,14,2009-12-01,2009-12-02
n1,14,4,2009-12-02,2009-12-03
n1,4,14,2009-12-03,2009-12-04
n1,14,9,2009-12-04,2009-12-07
n1,9,1,2009-12-07,2009-12-08
n1,1,7,2009-12-08,2009-12-09
n1,7,7,2009-12-09,2009-12-10
n1,7,6,2009-12-10,2009-12-11
n1,6,6,2009-12-11,2009-12-14
n1,6,19,2009-12-14,2009-12-15
n1,19,10,2009-12-15,2009-12-16
n1,10,4,2009-12-16,2009-12-17
n1,4,5,2009-12-17,2009-12-18
n1,5,18,2009-12-18,2009-12-21
n1,18,2,2009-12-21,2009-12-22
n1,2,2,2009-12-22,2009-12-23
n1,2,2,2009-12-23,2009-12-24
n1,2,2,2009-12-24,2009-12-25
n1,2,3,2009-12-25,2009-12-28
n1,3,5,2009-12-28,2009-12-29
n1,5,7,2009-12-29,2009-12-30
n1,7,6,2009-12-30,2009-12-31
n1,6,3,2009-12-31,2010-01-01
n1,3,4,2010-01-01,2010-01-04
n1,4,3,2010-01-04,2010-01-05
n1,3,11,2010-01-05,2010-01-06
n1,11,6,2010-01-06,2010-01-07
n1,6,11,2010-01-07,2010-01-08
n1,11,17,2010-01-08,2010-01-11
n1,17,1,2010-01-11,2010-01-12
n1,1,8,2010-01-12,2010-01-13
n1,8,12,2010-01-13,2010-01-14
n1,12,13,2010-01-14,2010-01-15
n1,13,5,2010-01-15,2010-01-18
n1,5,10,2010-01-18,2010-01-19
n1,10,14,2010-01-19,2010-01-20
n1,14,7,2010-01-20,2010-01-21
n1,7,1,2010-01-21,2010-01-22
n1,1,12,2010-01-22,2010-01-25
n1,12,2,2010-01-25,2010-01-26
n1,2,7,2010-01-26,2010-01-27
n1,7,1,2010-01-27,2010-01-28
n1,1,11,2010-01-28,2010-01-29
n1,11,2,2010-01-29,2010-02-01
n1,2,5,2010-02-01,2010-02-02
n1,5,3,2010-02-02,2010-02-03
n1,3,2,2010-02-03,2010-02-04
n1,2,1,2010-02-04,2010-02-05
n1,1,13,2010-02-05,2010-02-08
n1,13,4,2010-02-08,2010-02-09
n1,4,7,2010-02-09,2010-02-10
n1,7,6,2010-02-10,2010-02-11
n1,6,11,2010-02-11,2010-02-12
n1,11,1,2010-02-12,2010-02-15
n1,1,18,2010-02-15,2010-02-16
n1,18,4,2010-02-16,2010-02-17
n1,4,9,2010-02-17,2010-02-18
n1,9,6,2010-02-18,2010-02-19
n1,6,2,2010-02-19,2010-02-22
n1,2,9,2010-02-22,2010-02-23
n1,9,5,2010-02-23,2010-02-24
n1,5,4,2010-02-24,2010-02-25
n1,4,9,2010-02-25,2010-02-26
n1,9,3,2010-02-26,2010-03-01
n1,3,7,2010-03-01,2010-03-02
n1,7,4,2010-03-02,2010-03-03
n1,4,2,2010-03-03,2010-03-04
n1,2,11,2010-03-04,2010-03-05
n1,11,7,2010-03-05,2010-03-08
n1,7,5,2010-03-08,2010-03-09
n1,5,2,2010-03-09,2010-03-10
n1,2,1,2010-03-10,2010-03-11
n1,1,1,2010-03-11,2010-03-12
n1,1,4,2010-03-12,2010-03-15
n1,4,4,2010-03-15,2010-03-16
n1,4,3,2010-03-16,2010-03-17
n1,3,3,2010-03-17,2010-03-18
n1,3,8,2010-03-18,2010-03-19
n1,8,2,2010-03-19,2010-03-22
n1,2,9,2010-03-22,2010-03-23
n1,9,30,2010-03-23,2010-03-24
n1,30,9,2010-03-24,2010-03-25
n1,9,9,2010-03-25,2010-03-26
n1,9,10,2010-03-26,2010-03-29
n1,10,16,2010-03-29,2010-03-30
n1,16,1,2010-03-30,2010-03-31
n1,1,2,2010-03-31,2010-04-01
n1,2,7,2010-04-01,2010-04-02
n1,7,7,2010-04-02,2010-04-05
n1,7,25,2010-04-05,2010-04-06
n1,25,4,2010-04-06,2010-04-07
n1,4,8,2010-04-07,2010-04-08
n1,8,5,2010-04-08,2010-04-09
n1,5,12,2010-04-09,2010-04-12
n1,12,9,2010-04-12,2010-04-13
n1,9,5,2010-04-13,2010-04-14
n1,5,1,2010-04-14,2010-04-15
n1,1,1,2010-04-15,2010-04-16
n1,1,3,2010-04-16,2010-04-19
n1,3,4,2010-04-19,2010-04-20
n1,4,2,2010-04-20,2010-04-21
n1,2,3,2010-04-21,2010-04-22
n1,3,8,2010-04-22,2010-04-23
n1,8,12,2010-04-23,2010-04-26
n1,12,1,2010-04-26,2010-04-27
n1,1,5,2010-04-27,2010-04-28
n1,5,14,2010-04-28,2010-04-29
n1,14,15,2010-04-29,2010-04-30
n1,15,5,2010-04-30,2010-05-03
n1,5,16,2010-05-03,2010-05-04
n1,16,1,2010-05-04,2010-05-05
n1,1,3,2010-05-05,2010-05-06
n1,3,8,2010-05-06,2010-05-07
n1,8,14,2010-05-07,2010-05-10
n1,14,4,2010-05-10,2010-05-11
n1,4,8,2010-05-11,2010-05-12
n1,8,9,2010-05-12,2010-05-13
n1,9,2,2010-05-13,2010-05-14
n1,2,2,2010-05-14,2010-05-17
n1,2,13,2010-05-17,2010-05-18
n1,13,1,2010-05-18,2010-05-19
n1,1,7,2010-05-19,2010-05-20
n1,7,5,2010-05-20,2010-05-21
n1,5,10,2010-05-21,2010-05-24
n1,10,5,2010-05-24,2010-05-25
n1,5,4,2010-05-25,2010-05-26
n1,4,2,2010-05-26,2010-05-27
n1,2,17,2010-05-27,2010-05-28
n1,17,9,2010-05-28,2010-05-31
n1,9,2,2010-05-31,2010-06-01
n1,2,13,2010-06-01,2010-06-02
n1,13,9,2010-06-02,2010-06-03
n1,9,15,2010-06-03,2010-06-04
n1,15,10,2010-06-04,2010-06-07
n1,10,2,2010-06-07,2010-06-08
n1,2,3,2010-06-08,2010-06-09
n1,3,7,2010-06-09,2010-06-10
n1,7,13,2010-06-10,2010-06-11
n1,13,17,2010-06-11,2010-06-14
n1,17,1,2010-06-14,2010-06-15
n1,1,9,2010-06-15,2010-06-16
n1,9,1,2010-06-16,2010-06-17
n1,1,3,2010-06-17,2010-06-18
n1,3,1,2010-06-18,2010-06-21
n1,1,22,2010-06-21,2010-06-22
n1,22,2,2010-06-22,2010-06-23
n1,2,5,2010-06-23,2010-06-24
n1,5,2,2010-06-24,2010-06-25
n1,2,13,2010-06-25,2010-06-28
n1,13,1,2010-06-28,2010-06-29
n1,1,1,2010-06-29,2010-06-30
n1,1,10,2010-06-30,2010-07-01
n1,10,2,2010-07-01,2010-07-02
n1,2,12,2010-07-02,2010-07-05
n1,12,4,2010-07-05,2010-07-06
n1,4,6,2010-07-06,2010-07-07
n1,6,5,2010-07-07,2010-07-08
n1,5,3,2010-07-08,2010-07-09
n1,3,3,2010-07-09,2010-07-12
n1,3,10,2010-07-12,2010-07-13
n1,10,5,2010-07-13,2010-07-14
n1,5,5,2010-07-14,2010-07-15
n1,5,14,2010-07-15,2010-07-16
n1,14,3,2010-07-16,2010-07-19
n1,3,4,2010-07-19,2010-07-20
n1,4,15,2010-07-20,2010-07-21
n1,15,8,2010-07-21,2010-07-22
n1,8,1,2010-07-22,2010-07-23
n1,1,12,2010-07-23,2010-07-26
n1,12,13,2010-07-26,2010-07-27
n1,13,1,2010-07-27,2010-07-28
n1,1,14,2010-07-28,2010-07-29
n1,14,7,2010-07-29,2010-07-30
n1,7,2,2010-07-30,2010-08-02
n1,2,7,2010-08-02,2010-08-03
n1,7,14,2010-08-03,2010-08-04
n1,14,17,2010-08-04,2010-08-05
n1,17,3,2010-08-05,2010-08-06
n1,3,9,2010-08-06,2010-08-09
n1,9,4,2010-08-09,2010-08-10
n1,4,6,2010-08-10,2010-08-11
n1,6,8,2010-08-11,2010-08-12
n1,8,23,2010-08-12,2010-08-13
n1,23,3,2010-08-13,2010-08-16
n1,3,2,2010-08-16,2010-08-17
n1,2,7,2010-08-17,2010-08-18
n1,7,9,2010-08-18,2010-08-19
n1,9,2,2010-08-19,2010-08-20
n1,2,5,2010-08-20,2010-08-23
n1,5,3,2010-08-23,2010-08-24
n1,3,1,2010-08-24,2010-08-25
n1,1,5,2010-08-25,2010-08-26
n1,5,2,2010-08-26,2010-08-27
n1,2,4,2010-08-27,2010-08-30
n1,4,8,2010-08-30,2010-08-31
n1,8,7,2010-08-31,2010-09-01
n1,7,8,2010-09-01,2010-09-02
n1,8,6,2010-09-02,2010-09-03
n1,6,16,2010-09-03,2010-09-06
n1,16,1,2010-09-06,2010-09-07
n1,1,3,2010-09-07,2010-09-08
n1,3,5,2010-09-08,2010-09-09
n1,5,5,2010-09-09,2010-09-10
n1,5,3,2010-09-10,2010-09-13
n1,3,5,2010-09-13,2010-09-14
n1,5,3,2010-09-14,2010-09-15
n1,3,3,2010-09-15,2010-09-16
n1,3,2,2010-09-16,2010-09-17
n1,2,3,2010-09-17,2010-09-20
n1,3,2,2010-09-20,2010-09-21
n1,2,8,2010-09-21,2010-09-22
n1,8,15,2010-09-22,2010-09-23
n1,15,2,2010-09-23,2010-09-24
n1,2,4,2010-09-24,2010-09-27
n1,4,14,2010-09-27,2010-09-28
n1,14,2,2010-09-28,2010-09-29
n1,2,5,2010-09-29,2010-09-30
n1,5,13,2010-09-30,2010-10-01
n1,13,9,2010-10-01,2010-10-04
n1,9,14,2010-10-04,2010-10-05
n1,14,14,2010-10-05,2010-10-06
n1,14,2,2010-10-06,2010-10-07
n1,2,4,2010-10-07,2010-10-08
n1,4,1,2010-10-08,2010-10-11
n1,1,1,2010-10-11,2010-10-12
n1,1,9,2010-10-12,2010-10-13
n1,9,5,2010-10-13,2010-10-14
n1,5,1,2010-10-14,2010-10-15
n1,1,5,2010-10-15,2010-10-18
n1,5,21,2010-10-18,2010-10-19
n1,21,9,2010-10-19,2010-10-20
n1,9,15,2010-10-20,2010-10-21
n1,15,1,2010-10-21,2010-10-22
n1,1,2,2010-10-22,2010-10-25
n1,2,8,2010-10-25,2010-10-26
n1,8,2,2010-10-26,2010-10-27
n1,2,1,2010-10-27,2010-10-28
n1,1,2,2010-10-28,2010-10-29
n1,2,9,2010-10-29,2010-11-01
n1,9,4,2010-11-01,2010-11-02
n1,4,24,2010-11-02,2010-11-03
n1,24,1,2010-11-03,2010-11-04
n1,1,1,2010-11-04,2010-11-05
n1,1,4,2010-11-05,2010-11-08
n1,4,4,2010-11-08,2010-11-09
n1,4,7,2010-11-09,2010-11-10
n1,7,5,2010-11-10,2010-11-11
n1,5,6,2010-11-11,2010-11-12
n1,6,5,2010-11-12,2010-11-15
n1,5,6,2010-11-15,2010-11-16
n1,6,13,2010-11-16,2010-11-17
n1,13,1,2010-11-17,2010-11-18
n1,1,7,2010-11-18,2010-11-19
n1,7,4,2010-11-19,2010-11-22
n1,4,1,2010-11-22,2010-11-23
n1,1,1,2010-11-23,2010-11-24
n1,1,3,2010-11-24,2010-11-25
n1,3,4,2010-11-25,2010-11-26
n1,4,3,2010-11-26,2010-11-29
n1,3,4,2010-11-29,2010-11-30
n1,4,3,2010-11-30,2010-12-01
n1,3,13,2010-12-01,2010-12-02
n1,13,3,2010-12-02,2010-12-03
n1,3,7,2010-12-03,2010-12-06
n1,7,3,2010-12-06,2010-12-07
n1,3,1,2010-12-07,2010-12-08
n1,1,12,2010-12-08,2010-12-09
n1,12,14,2010-12-09,2010-12-10
n1,14,15,2010-12-10,2010-12-13
n1,15,1,2010-12-13,2010-12-14
n1,1,5,2010-12-14,2010-12-15
n1,5,2,2010-12-15,2010-12-16
n1,2,5,2010-12-16,2010-12-17
n1,5,19,2010-12-17,2010-12-20
n1,19,8,2010-12-20,2010-12-21
n1,8,1,2010-12-21,2010-12-22
n1,1,2,2010-12-22,2010-12-23
n1,2,10,2010-12-23,2010-12-24
n1,10,3,2010-12-24,2010-12-27
n1,3,11,2010-12-27,2010-12-28
n1,11,6,2010-12-28,2010-12-29
n1,6,8,2010-12-29,2010-12-30
n1,8,22,2010-12-30,2010-12-31
n1,22,2,2010-12-31,2011-01-01
n1,2,11,2011-01-01,2011-01-03
n1,11,6,2011-01-03,2011-01-04
n1,6,5,2011-01-04,2011-01-05
n1,5,7,2011-01-05,2011-01-06
n1,7,10,2011-01-06,2011-01-07
n1,10,3,2011-01-07,2011-01-08
n1,3,4,2011-01-08,2011-01-10
n1,4,3,2011-01-10,2011-01-11
n1,3,1,2011-01-11,2011-01-12
n1,1,5,2011-01-12,2011-01-13
n1,5,8,2011-01-13,2011-01-14
n1,8,8,2011-01-14,2011-01-15
n1,8,2,2011-01-15,2011-01-17
n1,2,3,2011-01-17,2011-01-18
n1,3,18,2011-01-18,2011-01-19
n1,18,4,2011-01-19,2011-01-20
n1,4,18,2011-01-20,2011-01-21
n1,18,3,2011-01-21,2011-01-22
n1,3,4,2011-01-22,2011-01-24
n1,4,14,2011-01-24,2011-01-25
n1,14,7,2011-01-25,2011-01-26
n1,7,5,2011-01-26,2011-01-27
n1,5,15,2011-01-27,2011-01-28
n1,15,5,2011-01-28,2011-01-29
n1,5,9,2011-01-29,2011-01-31
n1,9,18,2011-01-31,2011-02-01
n1,18,6,2011-02-01,2011-02-02
n1,6,11,2011-02-02,2011-02-03
n1,11,9,2011-02-03,2011-02-04
n1,9,8,2011-02-04,2011-02-05
n1,8,2,2011-02-05,2011-02-07
n1,2,4,2011-02-07,2011-02-08
n1,4,5,2011-02-08,2011-02-09
n1,5,2,2011-02-09,2011-02-10
n1,2,18,2011-02-10,2011-02-11
n1,18,12,2011-02-11,2011-02-12
n1,12,1,2011-02-12,2011-02-14
n1,1,3,2011-02-14,2011-02-15
n1,3,2,2011-02-15,2011-02-16
n1,2,25,2011-02-16,2011-02-17
n1,25,3,2011-02-17,2011-02-18
n1,3,8,2011-02-18,2011-02-19
n1,8,11,2011-02-19,2011-02-21
n1,11,7,2011-02-21,2011-02-22
n1,7,1,2011-02-22,2011-02-23
n1,1,5,2011-02-23,2011-02-24
n1,5,8,2011-02-24,2011-02-25
n1,8,4,2011-02-25,2011-02-26
n1,4,1,2011-02-26,2011-02-28
n1,1,6,2011-02-28,2011-03-01
n1,6,7,2011-03-01,2011-03-02
n1,7,3,2011-03-02,2011-03-03
n1,3,8,2011-03-03,2011-03-04
n1,8,2,2011-03-04,2011-03-05
n1,2,6,2011-03-05,2011-03-07
n1,6,2,2011-03-07,2011-03-08
n1,2,7,2011-03-08,2011-03-09
n1,7,4,2011-03-09,2011-03-10
n1,4,5,2011-03-10,2011-03-11
n1,5,13,2011-03-11,2011-03-12
n1,13,5,2011-03-12,2011-03-14
n1,5,6,2011-03-14,2011-03-15
n1,6,9,2011-03-15,2011-03-16
n1,9,11,2011-03-16,2011-03-17
n1,11,22,2011-03-17,2011-03-18
n1,22,2,2011-03-18,2011-03-19
n1,2,5,2011-03-19,2011-03-21
n1,5,8,2011-03-21,2011-03-22
n1,8,5,2011-03-22,2011-03-23
n1,5,4,2011-03-23,2011-03-24
n1,4,7,2011-03-24,2011-03-25
n1,7,2,2011-03-25,2011-03-26
n1,2,6,2011-03-26,2011-03-28
n1,6,4,2011-03-28,2011-03-29
n1,4,1,2011-03-29,2011-03-30
n1,1,21,2011-03-30,2011-03-31
n1,21,6,2011-03-31,2011-04-01
n1,6,2,2011-04-01,2011-04-02
n1,2,5,2011-04-02,2011-04-04
n1,5,7,2011-04-04,2011-04-05
n1,7,11,2011-04-05,2011-04-06
n1,11,4,2011-04-06,2011-04-07
n1,4,10,2011-04-07,2011-04-08
n1,10,5,2011-04-08,2011-04-09
n1,5,3,2011-04-09,2011-04-11
n1,3,5,2011-04-11,2011-04-12
n1,5,6,2011-04-12,2011-04-13
n1,6,5,2011-04-13,2011-04-14
n1,5,8,2011-04-14,2011-04-15
n1,8,5,2011-04-15,2011-04-16
n1,5,4,2011-04-16,2011-04-18
n1,4,1,2011-04-18,2011-04-19
n1,1,2,2011-04-19,2011-04-20
n1,2,2,2011-04-20,2011-04-21
n1,2,9,2011-04-21,2011-04-22
n1,9,16,2011-04-22,2011-04-23
n1,16,6,2011-04-23,2011-04-25
n1,6,14,2011-04-25,2011-04-26
n1,14,2,2011-04-26,2011-04-27
n1,2,1,2011-04-27,2011-04-28
n1,1,4,2011-04-28,2011-04-29
n1,4,2,2011-04-29,2011-04-30
n1,2,2,2011-04-30,2011-05-02
n1,2,1,2011-05-02,2011-05-03
n1,1,2,2011-05-03,2011-05-04
n1,2,2,2011-05-04,2011-05-05
n1,2,4,2011-05-05,2011-05-06
n1,4,11,2011-05-06,2011-05-07
n1,11,2,2011-05-07,2011-05-09
n1,2,2,2011-05-09,2011-05-10
n1,2,3,2011-05-10,2011-05-11
n1,3,1,2011-05-11,2011-05-12
n1,1,3,2011-05-12,2011-05-13
n1,3,2,2011-05-13,2011-05-14
n1,2,18,2011-05-14,2011-05-16
n1,18,2,2011-05-16,2011-05-17
n1,2,9,2011-05-17,2011-05-18
n1,9,5,2011-05-18,2011-05-19
n1,5,7,2011-05-19,2011-05-20
n1,7,12,2011-05-20,2011-05-21
n1,12,14,2011-05-21,2011-05-23
n1,14,4,2011-05-23,2011-05-24
n1,4,2,2011-05-24,2011-05-25
n1,2,20,2011-05-25,2011-05-26
n1,20,1,2011-05-26,2011-05-27
n1,1,4,2011-05-27,2011-05-28
n1,4,1,2011-05-28,2011-05-30
n1,1,3,2011-05-30,2011-05-31
n1,3,5,2011-05-31,2011-06-01
n1,5,12,2011-06-01,2011-06-02
n1,12,1,2011-06-02,2011-06-03
n1,1,22,2011-06-03,2011-06-04
n1,22,9,2011-06-04,2011-06-06
n1,9,3,2011-06-06,2011-06-07
n1,3,13,2011-06-07,2011-06-08
n1,13,23,2011-06-08,2011-06-09
n1,23,4,2011-06-09,2011-06-10
n1,4,8,2011-06-10,2011-06-11
n1,8,1,2011-06-11,2011-06-13
n1,1,23,2011-06-13,2011-06-14
n1,23,13,2011-06-14,2011-06-15
n1,13,14,2011-06-15,2011-06-16
n1,14,6,2011-06-16,2011-06-17
n1,6,2,2011-06-17,2011-06-18
n1,2,9,2011-06-18,2011-06-20
n1,9,5,2011-06-20,2011-06-21
n1,5,19,2011-06-21,2011-06-22
n1,19,4,2011-06-22,2011-06-23
n1,4,12,2011-06-23,2011-06-24
n1,12,14,2011-06-24,2011-06-25
n1,14,4,2011-06-25,2011-06-27
n1,4,19,2011-06-27,2011-06-28
n1,19,1,2011-06-28,2011-06-29
n1,1,2,2011-06-29,2011-06-30
n1,2,1,2011-06-30,2011-07-01
n1,1,3,2011-07-01,2011-07-02
n1,3,1,2011-07-02,2011-07-04
n1,1,2,2011-07-04,2011-07-05
n1,2,2,2011-07-05,2011-07-06
n1,2,3,2011-07-06,2011-07-07
n1,3,4,2011-07-07,2011-07-08
n1,4,9,2011-07-08,2011-07-09
n1,9,1,2011-07-09,2011-07-11
n1,1,10,2011-07-11,2011-07-12
n1,10,9,2011-07-12,2011-07-13
n1,9,8,2011-07-13,2011-07-14
n1,8,7,2011-07-14,2011-07-15
n1,7,8,2011-07-15,2011-07-16
n1,8,2,2011-07-16,2011-07-18
n1,2,2,2011-07-18,2011-07-19
n1,2,16,2011-07-19,2011-07-20
n1,16,14,2011-07-20,2011-07-21
n1,14,3,2011-07-21,2011-07-22
n1,3,5,2011-07-22,2011-07-23
n1,5,5,2011-07-23,2011-07-25
n1,5,1,2011-07-25,2011-07-26
n1,1,20,2011-07-26,2011-07-27
n1,20,4,2011-07-27,2011-07-28
n1,4,3,2011-07-28,2011-07-29
n1,3,1,2011-07-29,2011-07-30
n1,1,1,2011-07-30,2011-08-01
n1,1,3,2011-08-01,2011-08-02
n1,3,3,2011-08-02,2011-08-03
n1,3,9,2011-08-03,2011-08-04
n1,9,14,2011-08-04,2011-08-05
n1,14,14,2011-08-05,2011-08-06
n1,14,13,2011-08-06,2011-08-08
n1,13,7,2011-08-08,2011-08-09
n1,7,16,2011-08-09,2011-08-10
n1,16,9,2011-08-10,2011-08-11
n1,9,20,2011-08-11,2011-08-12
n1,20,4,2011-08-12,2011-08-13
n1,4,16,2011-08-13,2011-08-15
n1,16,1,2011-08-15,2011-08-16
n1,1,3,2011-08-16,2011-08-17
n1,3,7,2011-08-17,2011-08-18
n1,7,8,2011-08-18,2011-08-19
n1,8,2,2011-08-19,2011-08-20
n1,2,9,2011-08-20,2011-08-22
n1,9,7,2011-08-22,2011-08-23
n1,7,13,2011-08-23,2011-08-24
n1,13,2,2011-08-24,2011-08-25
n1,2,15,2011-08-25,2011-08-26
n1,15,1,2011-08-26,2011-08-27
n1,1,4,2011-08-27,2011-08-29
n1,4,6,2011-08-29,2011-08-30
n1,6,6,2011-08-30,2011-08-31
n1,6,12,2011-08-31,2011-09-01
n1,12,3,2011-09-01,2011-09-02
n1,3,19,2011-09-02,2011-09-03
n1,19,2,2011-09-03,2011-09-05
n1,2,25,2011-09-05,2011-09-06
n1,25,9,2011-09-06,2011-09-07
n1,9,2,2011-09-07,2011-09-08
n1,2,14,2011-09-08,2011-09-09
n1,14,2,2011-09-09,2011-09-10
n1,2,12,2011-09-10,2011-09-12
n1,12,1,2011-09-12,2011-09-13
n1,1,13,2011-09-13,2011-09-14
n1,13,5,2011-09-14,2011-09-15
n1,5,13,2011-09-15,2011-09-16
n1,13,4,2011-09-16,2011-09-17
n1,4,5,2011-09-17,2011-09-19
n1,5,14,2011-09-19,2011-09-20
n1,14,4,2011-09-20,2011-09-21
n1,4,1,2011-09-21,2011-09-22
n1,1,2,2011-09-22,2011-09-23
n1,2,19,2011-09-23,2011-09-24
n1,19,4,2011-09-24,2011-09-26
n1,4,5,2011-09-26,2011-09-27
n1,5,7,2011-09-27,2011-09-28
n1,7,6,2011-09-28,2011-09-29
n1,6,4,2011-09-29,2011-09-30
n1,4,2,2011-09-30,2011-10-01
n1,2,15,2011-10-01,2011-10-03
n1,15,2,2011-10-03,2011-10-04
n1,2,17,2011-10-04,2011-10-05
n1,17,11,2011-10-05,2011-10-06
n1,11,9,2011-10-06,2011-10-07
n1,9,7,2011-10-07,2011-10-08
n1,7,2,2011-10-08,2011-10-10
n1,2,9,2011-10-10,2011-10-11
n1,9,4,2011-10-11,2011-10-12
n1,4,6,2011-10-12,2011-10-13
n1,6,1,2011-10-13,2011-10-14
n1,1,11,2011-10-14,2011-10-15
n1,11,11,2011-10-15,2011-10-17
n1,11,1,2011-10-17,2011-10-18
n1,1,15,2011-10-18,2011-10-19
n1,15,14,2011-10-19,2011-10-20
n1,14,20,2011-10-20,2011-10-21
n1,20,2,2011-10-21,2011-10-22
n1,2,5,2011-10-22,2011-10-24
n1,5,6,2011-10-24,2011-10-25
n1,6,1,2011-10-25,2011-10-26
n1,1,2,2011-10-26,2011-10-27
n1,2,2,2011-10-27,2011-10-28
n1,2,3,2011-10-28,2011-10-29
n1,3,3,2011-10-29,2011-10-31
n1,3,7,2011-10-31,2011-11-01
n1,7,10,2011-11-01,2011-11-02
n1,10,8,2011-11-02,2011-11-03
n1,8,2,2011-11-03,2011-11-04
n1,2,2,2011-11-04,2011-11-05
n1,2,7,2011-11-05,2011-11-07
n1,7,13,2011-11-07,2011-11-08
n1,13,12,2011-11-08,2011-11-09
n1,12,1,2011-11-09,2011-11-10
n1,1,4,2011-11-10,2011-11-11
n1,4,14,2011-11-11,2011-11-12
n1,14,3,2011-11-12,2011-11-14
n1,3,4,2011-11-14,2011-11-15
n1,4,12,2011-11-15,2011-11-16
n1,12,5,2011-11-16,2011-11-17
n1,5,10,2011-11-17,2011-11-18
n1,10,5,2011-11-18,2011-11-19
n1,5,3,2011-11-19,2011-11-21
n1,3,2,2011-11-21,2011-11-22
n1,2,2,2011-11-22,2011-11-23
n1,2,7,2011-11-23,2011-11-24
n1,7,6,2011-11-24,2011-11-25
n1,6,12,2011-11-25,2011-11-26
n1,12,5,2011-11-26,2011-11-28
n1,5,3,2011-11-28,2011-11-29
